request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_41,8050271.88,affordable_later,wait,2026-01-15:38760000,2026-01-15,none,"Wait until 15 January 2026, then pay IDR 38,760,000 in full. Paying sooner would take the balance below the IDR 25,366,600 minimum."
request_42,52100,affordable_now,full_payment,2026-01-05:52100,2026-01-05,none,"Pay INR 52,100 on 5 January 2026. This keeps at least INR 113,100 available over the next 90 days."
request_43,9830228.11,affordable_later,wait,2024-11-14:43339000,2024-11-14,none,"Wait until 14 November 2024, then pay IDR 43,339,000 in full. Paying sooner would take the balance below the IDR 21,398,000 minimum."
request_44,38756.39,affordable_later,wait,2025-04-18:95800,2025-04-18,none,"Wait until 18 April 2025, then pay INR 95,800 in full. Paying sooner would take the balance below the INR 82,900 minimum."
request_45,3452296.29,affordable_later,wait,2026-09-15:21983000,2026-09-15,none,"Wait until 15 September 2026, then pay IDR 21,983,000 in full. Paying sooner would take the balance below the IDR 11,149,800 minimum."
request_46,35533.28,affordable_with_plan,partial_payment,2024-12-03:35533.28|2024-12-15:13916.72,2024-12-15,none,"Pay INR 35,533.28 on 3 December 2024 and the remaining INR 13,916.72 on 15 December 2024. This completes the full request and keeps the INR 84,000 minimum protected."
request_47,38114000,affordable_now,full_payment,2025-05-05:38114000,2025-05-05,none,"Pay IDR 38,114,000 on 5 May 2025. This keeps at least IDR 30,049,000 available over the next 90 days."
request_48,45700,affordable_now,full_payment,2026-07-25:45700,2026-07-25,none,"Pay INR 45,700 on 25 July 2026. This keeps at least INR 71,300 available over the next 90 days."
request_49,12679442.78,affordable_with_plan,installments,2024-03-18:11902106.67|2024-04-18:11902106.67|2024-05-19:11902106.67,2024-03-15,none,"Use 3 installments of IDR 11,902,106.67, starting 18 March 2024. This leaves at least IDR 20,275,700 available."
request_50,43900,affordable_now,full_payment,2025-08-06:43900,2025-08-06,none,"Pay INR 43,900 on 6 August 2025. This keeps at least INR 99,700 available over the next 90 days."
request_51,2191000,affordable_now,full_payment,2026-01-03:2191000,2026-01-03,none,"Pay IDR 2,191,000 on 3 January 2026. This keeps at least IDR 7,811,000 available over the next 90 days."
request_52,19188.47,affordable_later,wait,2024-06-15:28870,2024-06-15,none,"Wait until 15 June 2024, then pay INR 28,870 in full. Paying sooner would take the balance below the INR 41,500 minimum."
request_53,473.09,affordable_with_plan,installments,2025-11-21:589.06|2025-12-19:589.06|2026-01-16:589.06,2026-01-15,none,"Use 3 installments of USD 589.06, starting 21 November 2025. This leaves at least USD 2,100 available."
request_54,2173.56,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 121,528 request. No available option keeps the ZAR 37,000 minimum balance protected within the 90-day forecast, even though ZAR 2,173.56 is safe to pay today."
request_55,130411.01,affordable_with_plan,installments,2026-06-11:75781.33|2026-07-12:75781.33|2026-08-12:75781.33,2026-07-15,none,"Use 3 installments of INR 75,781.33, starting 11 June 2026. This leaves at least INR 124,300 available."
request_56,634.37,affordable_with_plan,partial_payment,2025-02-03:634.37|2025-02-15:247.19,2025-02-15,none,"Pay USD 634.37 on 3 February 2025 and the remaining USD 247.19 on 15 February 2025. This completes the full request and keeps the USD 2,100 minimum protected."
request_57,12942.92,affordable_later,wait,2026-06-15:61446,2026-06-15,none,"Wait until 15 June 2026, then pay ZAR 61,446 in full. Paying sooner would take the balance below the ZAR 42,700 minimum."
request_58,16226000,affordable_now,full_payment,2024-12-07:16226000,2024-12-07,none,"Pay IDR 16,226,000 on 7 December 2024. This keeps at least IDR 14,433,900 available over the next 90 days."
request_59,140600,affordable_with_plan,installments,2025-05-07:48741.33|2025-06-04:48741.33|2025-07-02:48741.33,2025-05-04,none,"Use 3 installments of INR 48,741.33, starting 7 May 2025. This leaves at least INR 132,600 available."
request_60,114.49,affordable_later,wait,2026-02-15:199.89,2026-02-15,none,"Wait until 15 February 2026, then pay USD 199.89 in full. Paying sooner would take the balance below the USD 400 minimum."
request_61,29062,affordable_with_plan,installments,2024-03-17:10074.83|2024-04-17:10074.83|2024-05-18:10074.83,2024-03-03,none,"Use 3 installments of ZAR 10,074.83, starting 17 March 2024. This leaves at least ZAR 36,700 available."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,"Pay USD 404.23 on 5 August 2025. This keeps at least USD 1,300 available over the next 90 days."
request_63,43423.80,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 343,900 request. No available option keeps the INR 153,500 minimum balance protected within the 90-day forecast, even though INR 43,423.80 is safe to pay today."
request_64,0,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 63,700 request. No available option keeps the INR 36,100 minimum balance protected within the 90-day forecast, even though INR 0 is safe to pay today."
request_65,6500.02,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 54,340 request. No available option keeps the ZAR 15,500 minimum balance protected within the 90-day forecast, even though ZAR 6,500.02 is safe to pay today."
request_66,22200,affordable_now,full_payment,2026-04-03:22200,2026-04-03,none,"Pay INR 22,200 on 3 April 2026. This keeps at least INR 80,700 available over the next 90 days."
request_67,346.78,affordable_later,wait,2024-10-15:2094,2024-10-15,none,"Wait until 15 October 2024, then pay USD 2,094 in full. Paying sooner would take the balance below the USD 1,200 minimum."
request_68,1325.64,affordable_with_plan,installments,2025-02-14:725.09|2025-03-14:725.09|2025-04-11:725.09,2025-03-23,reduce_to:event_6331:24.80,"Use 3 installments of USD 725.09, starting 14 February 2025. This leaves at least USD 1,500 available."
request_69,529.10,affordable_now,full_payment,2026-01-04:529.10,2026-01-04,none,Pay EUR 529.10 on 4 January 2026. This keeps at least EUR 700 available over the next 90 days.
request_70,50095.21,affordable_later,wait,2025-02-15:243900,2025-02-15,none,"Wait until 15 February 2025, then pay INR 243,900 in full. Paying sooner would take the balance below the INR 115,000 minimum."
request_71,620805.44,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 21,451,000 request. No available option keeps the IDR 8,884,800 minimum balance protected within the 90-day forecast, even though IDR 620,805.44 is safe to pay today."
request_72,11330,affordable_now,full_payment,2026-07-05:11330,2026-07-05,none,"Pay ZAR 11,330 on 5 July 2026. This keeps at least ZAR 12,200 available over the next 90 days."
request_73,71400,affordable_now,full_payment,2023-01-20:71400,2023-01-20,none,"Pay INR 71,400 on 20 January 2023. This keeps at least INR 103,200 available over the next 90 days."
request_74,5010,affordable_now,full_payment,2025-08-04:5010,2025-08-04,none,"Pay ZAR 5,010 on 4 August 2025. This keeps at least ZAR 21,900 available over the next 90 days."
request_75,14535.98,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 28,270 request. No available option keeps the ZAR 39,000 minimum balance protected within the 90-day forecast, even though ZAR 14,535.98 is safe to pay today."
request_76,850.74,not_affordable,not_recommended,none,2024-08-15,none,"Do not proceed with this USD 4,455.60 request. No available option keeps the USD 1,800 minimum balance protected within the 90-day forecast, even though USD 850.74 is safe to pay today."
request_77,60292.92,affordable_with_plan,full_payment,2025-11-05:60700,2025-11-15,stop:event_7143,"Stop the cloud storage expense, then pay INR 60,700 on 5 November 2025. This keeps at least INR 82,200 available over the next 90 days."
request_78,46091.73,affordable_later,wait,2025-10-15:50200,2025-10-15,none,"Wait until 15 October 2025, then pay INR 50,200 in full. Paying sooner would take the balance below the INR 55,200 minimum."
request_79,318.79,not_affordable,not_recommended,none,,none,"Do not proceed with this EUR 2,151.60 request. No available option keeps the EUR 1,000 minimum balance protected within the 90-day forecast, even though EUR 318.79 is safe to pay today."
request_80,115590.05,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 217,500 request. No available option keeps the INR 121,300 minimum balance protected within the 90-day forecast, even though INR 115,590.05 is safe to pay today."
request_81,2076,affordable_now,full_payment,2026-07-03:2076,2026-07-03,none,"Pay USD 2,076 on 3 July 2026. This keeps at least USD 1,600 available over the next 90 days."
request_82,389.97,affordable_later,wait,2024-12-15:1405.20,2024-12-15,none,"Wait until 15 December 2024, then pay USD 1,405.20 in full. Paying sooner would take the balance below the USD 1,100 minimum."
request_83,7130.73,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 156,200 request. No available option keeps the INR 37,800 minimum balance protected within the 90-day forecast, even though INR 7,130.73 is safe to pay today."
request_84,26446.20,affordable_later,wait,2026-06-15:95400,2026-06-15,none,"Wait until 15 June 2026, then pay INR 95,400 in full. Paying sooner would take the balance below the INR 91,300 minimum."
request_85,398267.87,not_affordable,not_recommended,none,2024-04-15,none,"Do not proceed with this IDR 19,304,000 request. No available option keeps the IDR 6,396,300 minimum balance protected within the 90-day forecast, even though IDR 398,267.87 is safe to pay today."
request_86,46300,affordable_now,full_payment,2025-08-03:46300,2025-08-03,none,"Pay INR 46,300 on 3 August 2025. This keeps at least INR 84,900 available over the next 90 days."
request_87,22576.59,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 487,900 request. No available option keeps the INR 185,900 minimum balance protected within the 90-day forecast, even though INR 22,576.59 is safe to pay today."
request_88,10759.01,affordable_with_plan,installments,2024-06-14:9045.23|2024-07-15:9045.23|2024-08-15:9045.23,2024-07-15,none,"Use 3 installments of ZAR 9,045.23, starting 14 June 2024. This leaves at least ZAR 25,800 available."
request_89,9284338.28,affordable_with_plan,installments,2025-11-18:4768746.67|2025-12-16:4768746.67|2026-01-13:4768746.67,2026-01-15,reduce_to:event_8403:203300|reduce_to:event_8337:266760,"Use 3 installments of IDR 4,768,746.67, starting 18 November 2025. This leaves at least IDR 12,534,700 available."
request_90,2560,affordable_now,full_payment,2026-07-06:2560,2026-07-06,none,"Pay ZAR 2,560 on 6 July 2026. This keeps at least ZAR 7,600 available over the next 90 days."
request_91,484.53,affordable_later,wait,2024-11-15:1927.20,2024-11-15,none,"Wait until 15 November 2024, then pay EUR 1,927.20 in full. Paying sooner would take the balance below the EUR 2,100 minimum."
request_92,34034,affordable_now,full_payment,2025-02-05:34034,2025-02-05,none,"Pay ZAR 34,034 on 5 February 2025. This keeps at least ZAR 28,100 available over the next 90 days."
request_93,1729.20,affordable_now,full_payment,2026-04-07:1729.20,2026-04-07,none,"Pay USD 1,729.20 on 7 April 2026. This keeps at least USD 1,900 available over the next 90 days."
request_94,572,affordable_now,full_payment,2024-12-04:572,2024-12-04,none,Pay EUR 572 on 4 December 2024. This keeps at least EUR 600 available over the next 90 days.
request_95,14293.40,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 553,000 request. No available option keeps the INR 145,500 minimum balance protected within the 90-day forecast, even though INR 14,293.40 is safe to pay today."
request_96,77205.92,affordable_with_plan,installments,2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33,2026-01-15,none,"Use 3 installments of INR 31,269.33, starting 10 January 2026. This leaves at least INR 56,500 available."
request_97,1647.78,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-04-15,none,"Use 3 installments of ZAR 8,145.28, starting 19 March 2024. This leaves at least ZAR 29,700 available."
request_98,6568.13,affordable_later,wait,2025-10-14:27148,2025-10-14,none,"Wait until 14 October 2025, then pay ZAR 27,148 in full. Paying sooner would take the balance below the ZAR 30,000 minimum."
request_99,17766.84,affordable_with_plan,full_payment,2026-07-04:18062,2026-07-15,reduce_to:event_9232:1065.90,"Reduce dining spending to 1,065.90, then pay ZAR 18,062 on 4 July 2026. This keeps at least ZAR 49,100 available over the next 90 days."
request_100,25063.32,affordable_with_plan,installments,2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19,2024-08-15,stop:event_9267,"Use 3 installments of ZAR 12,866.19, starting 13 June 2024. This leaves at least ZAR 32,500 available."
request_101,143500,affordable_now,full_payment,2025-11-03:143500,2025-11-03,none,"Pay INR 143,500 on 3 November 2025. This keeps at least INR 187,400 available over the next 90 days."
request_102,1716,affordable_with_plan,installments,2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88,2026-04-05,none,"Use 3 installments of EUR 594.88, starting 5 April 2026. This leaves at least EUR 900 available."
request_103,13830.48,affordable_later,wait,2024-10-15:368300,2024-10-15,none,"Wait until 15 October 2024, then pay INR 368,300 in full. Paying sooner would take the balance below the INR 125,500 minimum."
request_104,17204,affordable_now,full_payment,2025-02-04:17204,2025-02-04,none,"Pay ZAR 17,204 on 4 February 2025. This keeps at least ZAR 24,700 available over the next 90 days."
request_105,51348.08,affordable_with_plan,full_payment,2026-06-08:53500,2026-06-15,reduce_to:event_9720:1632,"Reduce shopping spending to 1,632, then pay INR 53,500 on 8 June 2026. This keeps at least INR 73,900 available over the next 90 days."
request_106,463.92,affordable_later,wait,2025-02-15:2207.70,2025-02-15,none,"Wait until 15 February 2025, then pay EUR 2,207.70 in full. Paying sooner would take the balance below the EUR 1,200 minimum."
request_107,2477.48,affordable_with_plan,installments,2025-05-08:878.59|2025-06-05:878.59|2025-07-03:878.59,2025-05-15,none,"Use 3 installments of EUR 878.59, starting 8 May 2025. This leaves at least EUR 1,600 available."
request_108,1761.65,affordable_later,wait,2026-09-15:55308,2026-09-15,none,"Wait until 15 September 2026, then pay ZAR 55,308 in full. Paying sooner would take the balance below the ZAR 24,100 minimum."
request_109,522.71,affordable_with_plan,installments,2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98,2024-05-15,stop:event_10081,"Use 3 installments of EUR 645.98, starting 18 March 2024. This leaves at least EUR 1,700 available."
request_110,22352,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,"Use 3 installments of ZAR 7,748.69, starting 6 August 2025. This leaves at least ZAR 11,200 available."
request_111,16625000,affordable_now,full_payment,2026-04-03:16625000,2026-04-03,none,"Pay IDR 16,625,000 on 3 April 2026. This keeps at least IDR 23,022,800 available over the next 90 days."
request_112,271.70,affordable_now,full_payment,2024-06-05:271.70,2024-06-05,none,Pay EUR 271.70 on 5 June 2024. This keeps at least EUR 500 available over the next 90 days.
request_113,19798.77,affordable_later,wait,2026-09-15:36500,2026-09-15,none,"Wait until 15 September 2026, then pay INR 36,500 in full. Paying sooner would take the balance below the INR 82,300 minimum."
request_114,58640.23,affordable_later,wait,2026-01-15:65300,2026-01-15,none,"Wait until 15 January 2026, then pay INR 65,300 in full. Paying sooner would take the balance below the INR 113,400 minimum."
request_115,16712.71,affordable_later,wait,2024-11-15:80500,2024-11-15,none,"Wait until 15 November 2024, then pay INR 80,500 in full. Paying sooner would take the balance below the INR 38,800 minimum."
request_116,13205.43,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 241,200 request. No available option keeps the INR 80,300 minimum balance protected within the 90-day forecast, even though INR 13,205.43 is safe to pay today."
request_117,862.01,affordable_with_plan,full_payment,2026-07-05:880,2026-07-15,reduce_to:event_10878:20.50,"Reduce dining spending to 20.50, then pay EUR 880 on 5 July 2026. This keeps at least EUR 1,000 available over the next 90 days."
request_118,649.41,affordable_with_plan,installments,2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87,2024-12-15,none,"Use 3 installments of EUR 255.87, starting 7 December 2024. This leaves at least EUR 600 available."
request_119,59866.02,affordable_with_plan,installments,2025-05-18:70546.67|2025-06-15:70546.67|2025-07-13:70546.67,2025-06-14,reduce_to:event_11057:2370,"Use 3 installments of INR 70,546.67, starting 18 May 2025. This leaves at least INR 151,200 available."
request_120,7714000,affordable_now,full_payment,2026-04-06:7714000,2026-04-06,none,"Pay IDR 7,714,000 on 6 April 2026. This keeps at least IDR 20,050,300 available over the next 90 days."
request_121,633.60,affordable_now,full_payment,2024-03-03:633.60,2024-03-03,none,Pay USD 633.60 on 3 March 2024. This keeps at least USD 800 available over the next 90 days.
request_122,20558000,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"Use 3 installments of IDR 7,126,773.33, starting 5 August 2025. This leaves at least IDR 12,588,500 available."
request_123,4076000,affordable_now,full_payment,2026-01-07:4076000,2026-01-07,none,"Pay IDR 4,076,000 on 7 January 2026. This keeps at least IDR 18,091,200 available over the next 90 days."
request_124,1389.28,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-07-15,reduce_to:event_11480:38,"Use 3 installments of EUR 1,076.12, starting 11 June 2024. This leaves at least EUR 1,600 available."
request_125,5712.55,affordable_later,wait,2025-11-15:6468,2025-11-15,none,"Wait until 15 November 2025, then pay ZAR 6,468 in full. Paying sooner would take the balance below the ZAR 11,300 minimum."
request_126,159600,affordable_now,full_payment,2026-07-03:159600,2026-07-03,none,"Pay INR 159,600 on 3 July 2026. This keeps at least INR 129,700 available over the next 90 days."
request_127,6990.29,affordable_later,wait,2024-10-15:23980,2024-10-15,none,"Wait until 15 October 2024, then pay ZAR 23,980 in full. Paying sooner would take the balance below the ZAR 41,000 minimum."
request_128,25168,affordable_now,full_payment,2025-02-07:25168,2025-02-07,none,"Pay ZAR 25,168 on 7 February 2025. This keeps at least ZAR 42,600 available over the next 90 days."
request_129,114.46,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 2,668.80 request. No available option keeps the USD 800 minimum balance protected within the 90-day forecast, even though USD 114.46 is safe to pay today."
request_130,517.70,affordable_later,wait,2024-12-15:1978.80,2024-12-15,none,"Wait until 15 December 2024, then pay USD 1,978.80 in full. Paying sooner would take the balance below the USD 1,400 minimum."
request_131,1128.75,not_affordable,not_recommended,none,2025-07-23,none,"Do not proceed with this USD 1,855.20 request. No available option keeps the USD 1,100 minimum balance protected within the 90-day forecast, even though USD 1,128.75 is safe to pay today."
request_132,255.11,affordable_later,wait,2026-02-15:379.86,2026-02-15,none,"Wait until 15 February 2026, then pay USD 379.86 in full. Paying sooner would take the balance below the USD 1,100 minimum."
request_133,0,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 15,770,000 request. No available option keeps the IDR 9,986,200 minimum balance protected within the 90-day forecast, even though IDR 0 is safe to pay today."
request_134,4513932.06,affordable_later,wait,2025-10-15:21831000,2025-10-15,none,"Wait until 15 October 2025, then pay IDR 21,831,000 in full. Paying sooner would take the balance below the IDR 15,902,500 minimum."
request_135,298.23,affordable_with_plan,full_payment,2026-07-06:304.80,2026-07-15,reduce_to:event_12458:17.50,"Reduce dining spending to 17.50, then pay USD 304.80 on 6 July 2026. This keeps at least USD 500 available over the next 90 days."
request_136,560.40,affordable_now,full_payment,2024-06-03:560.40,2024-06-03,none,"Pay USD 560.40 on 3 June 2024. This keeps at least USD 1,100 available over the next 90 days."
request_137,29440,affordable_later,wait,2026-01-15:80100,2026-01-15,none,"Wait until 15 January 2026, then pay INR 80,100 in full. Paying sooner would take the balance below the INR 71,800 minimum."
request_138,862.82,affordable_with_plan,partial_payment,2026-04-07:862.82|2026-04-15:394.12,2026-04-15,none,"Pay EUR 862.82 on 7 April 2026 and the remaining EUR 394.12 on 15 April 2026. This completes the full request and keeps the EUR 2,300 minimum protected."
request_139,1337.21,not_affordable,not_recommended,none,2024-11-15,none,"Do not proceed with this USD 2,316 request. No available option keeps the USD 1,500 minimum balance protected within the 90-day forecast, even though USD 1,337.21 is safe to pay today."
request_140,1420.68,not_affordable,not_recommended,none,,none,"Do not proceed with this ZAR 62,832 request. No available option keeps the ZAR 21,600 minimum balance protected within the 90-day forecast, even though ZAR 1,420.68 is safe to pay today."
request_141,18776.23,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 171,600 request. No available option keeps the INR 67,300 minimum balance protected within the 90-day forecast, even though INR 18,776.23 is safe to pay today."
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"Pay USD 1,263.60 on 5 December 2024. This keeps at least USD 1,700 available over the next 90 days."
request_143,2473.82,affordable_later,wait,2025-07-15:12584,2025-07-15,none,"Wait until 15 July 2025, then pay ZAR 12,584 in full. Paying sooner would take the balance below the ZAR 11,300 minimum."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,Pay USD 233.34 on 4 July 2026. This keeps at least USD 600 available over the next 90 days.
request_145,27193.49,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-04-15,none,"Use 3 installments of INR 75,365.33, starting 20 March 2024. This leaves at least INR 155,400 available."
request_146,16400.60,not_affordable,not_recommended,none,,none,"Do not proceed with this INR 449,400 request. No available option keeps the INR 108,600 minimum balance protected within the 90-day forecast, even though INR 16,400.60 is safe to pay today."
request_147,470.59,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-05-15,none,"Use 3 installments of EUR 391.63, starting 8 April 2026. This leaves at least EUR 900 available."
request_148,7285.45,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-07-15,reduce_to:event_13661:531.30,"Use 3 installments of ZAR 7,710.56, starting 14 June 2024. This leaves at least ZAR 20,000 available."
request_149,22360.10,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"Use 3 installments of ZAR 12,706.03, starting 18 November 2025. This leaves at least ZAR 42,100 available."
request_150,278.70,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-02-15,none,"Use 3 installments of EUR 171.98, starting 6 January 2026. This leaves at least EUR 700 available."
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Pay IDR 26,999,000 on 3 September 2024. This keeps at least IDR 31,633,600 available over the next 90 days."
request_152,11469.74,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-03-15,none,"Use 3 installments of ZAR 4,812.43, starting 12 February 2025. This leaves at least ZAR 11,900 available."
request_153,72.40,not_affordable,not_recommended,none,,none,"Do not proceed with this USD 2,830.80 request. No available option keeps the USD 1,400 minimum balance protected within the 90-day forecast, even though USD 72.40 is safe to pay today."
request_154,1625.80,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use 3 installments of EUR 563.61, starting 4 December 2024. This leaves at least EUR 1,300 available."
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"Pay INR 112,500 on 6 May 2025. This keeps at least INR 56,300 available over the next 90 days."
request_156,8546.89,affordable_later,wait,2026-06-15:43076,2026-06-15,none,"Wait until 15 June 2026, then pay ZAR 43,076 in full. Paying sooner would take the balance below the ZAR 26,900 minimum."
request_157,4754264.58,affordable_later,wait,2024-03-15:23503000,2024-03-15,none,"Wait until 15 March 2024, then pay IDR 23,503,000 in full. Paying sooner would take the balance below the IDR 15,714,100 minimum."
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Use 3 installments of INR 84,101.33, starting 7 August 2025. This leaves at least INR 131,400 available."
request_159,13398,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,"Pay ZAR 13,398 on 4 January 2026. This keeps at least ZAR 8,700 available over the next 90 days."
request_160,573.88,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Use 3 installments of EUR 432.05, starting 13 June 2024. This leaves at least EUR 1,200 available."
request_161,6886456.51,affordable_later,wait,2026-01-14:21204000,2026-01-14,none,"Wait until 14 January 2026, then pay IDR 21,204,000 in full. Paying sooner would take the balance below the IDR 23,010,400 minimum."
request_162,2523918.09,not_affordable,not_recommended,none,,none,"Do not proceed with this IDR 83,923,000 request. No available option keeps the IDR 24,161,100 minimum balance protected within the 90-day forecast, even though IDR 2,523,918.09 is safe to pay today."
request_163,9964402.08,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-15,none,"Use 3 installments of IDR 6,692,053.33, starting 10 September 2024. This leaves at least IDR 26,728,700 available."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Use 3 installments of IDR 9,366,240, starting 11 February 2025. This leaves at least IDR 29,550,500 available."
request_165,67615.25,affordable_with_plan,full_payment,2026-04-06:80600,,stop:event_15135|reduce_to:event_15173:1875,"Stop the streaming expense, then Reduce dining spending to 1,875, then pay INR 80,600 on 6 April 2026. This keeps at least INR 95,000 available over the next 90 days."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use 3 installments of USD 1,007.97, starting 3 December 2024. This leaves at least USD 1,700 available."
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"Pay ZAR 43,802 on 5 May 2025. This keeps at least ZAR 31,200 available over the next 90 days."
request_168,35449.03,affordable_with_plan,partial_payment,2026-01-07:35449.03|2026-01-15:13930.97,2026-01-15,none,"Pay INR 35,449.03 on 7 January 2026 and the remaining INR 13,930.97 on 15 January 2026. This completes the full request and keeps the INR 114,400 minimum protected."
